text,time,image_url,likes,comments,shares
"Un nuevo atentado contra la libertad de expresión se dio esta mañana en #Loja, cuando fue allanada la casa de dos conocidos Tiktokers que eran conocidos por sus videos satíricos contra el primer mandatario. Los dos hermanos, Ranulfo y Pirulín fueron puestos a órdenes de la autoridad competente.",1586358847.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/92571716_533630584258683_432275672224759808_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&_nc_ohc=sW5gIayrQEEAX952v_E&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=15383717c33ab7b66e857b30f85da2fc&oe=60AEF222,297,380,0
"Muy poco interés le prestó el ex mandatario a la sentencia en el caso Sobornos 2012-2016. Aseguró que no importa lo que digan los jueces ecuatorianos, el vive en Bélgica y sus bienes ya están a nombre de terceras personas. ""No podrán hacerme devolver ni un centavo"" aseguró.",1586324531.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/92588217_533300227625052_6877709728709869568_n.png?_nc_cat=102&ccb=1-3&_nc_sid=8024bb&_nc_ohc=jA3E7JD7YowAX9SkG0i&_nc_ht=scontent.fuio23-1.fna&oh=d23d65f1cab83f6f662ef17442279c29&oe=60B169D4,122,182,0
"Solo y triste lucía esta mañana el ex mandatario quién mediante video conferencia celebró su cumpleaños número 57. ""Extraño las celebraciones con Miguel Bosé, guitarreando con Pueblo Nuevo, y bebiendo todos los vinos del Palació, pero esto es lo que hay, mi compromiso es recuperar la Patria para celebrar como se debe"" aseguró Correa",1586201605.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/92360467_532353351053073_1845893131828985856_n.png?_nc_cat=102&ccb=1-3&_nc_sid=8024bb&_nc_ohc=BuMttp-X6iYAX-wn0i3&_nc_ht=scontent.fuio23-1.fna&oh=66dc08c4c72ddabaa88c8ab1f28aaab3&oe=60B1E9FD,163,215,0
"Luego de recaudar más de $1.8 millones en la teletón, el Municipio ha ofrecido donar 500 ambulancias de cartón para que atiendan en los barrios más pobres de Guayaquil. ""Para acceder a este servicio, usted tiene que llamar al 1800-CARTÓN y una ambulancia llegará a su hogar."" aseguró la alcaldesa Cynthia Viteri.",1586199994.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/92135030_532340891054319_4187698701076004864_n.png?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&_nc_ohc=yT7rM6AL2JsAX9XNv1i&_nc_ht=scontent.fuio23-1.fna&oh=b22482c1d1aa78e1d073a60d46b446ac&oe=60B08EAC,157,65,0
"Durante videoconferencia, la Alcaldesa de Guayaquil anunció la entrega de 300 salas de aislamiento de cartón corrugado, para enfermos del covid-19. Estas salas se las podrá armar en cada uno de los hogares de los pacientes que no cuentan con dormitorio propio o lugar apartado dentro de sus hogares, y servirá para mantenerlos aislados del resto de familiares.",1586197544.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/92265442_532321804389561_6654591580751527936_n.png?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=P1rYyuLsKxwAX-OGFtR&_nc_ht=scontent.fuio23-1.fna&oh=75dd608c3d0fa9be298e3812a35331a8&oe=60B06639,112,50,0
"El ex mandatario desmintió falsos rumores que aseguraban que habría muerto con #Coronavirus. ""Es gente que quiere dañar mi reputación, yo ingresé al hospital con varios síntomas de este virus, pero lo único que me dieron es paracetamol, pero creo que lo que más me ayudó a recuperarme fue la #guatita que me llevaba todos los días mi sobrina, ahora estoy más sano que nunca"" aseguró.",1585792209.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/91737488_529041994717542_2803968772128374784_n.png?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=wfTxTajlEHcAX_FWEId&_nc_ht=scontent.fuio23-1.fna&oh=0222486e7d73d02923da4cf93d036efd&oe=60B00CE7,114,57,0
"Con mucha preocupación miran Gaby y Dalo la situación por la que está pasando el país, y especialmente el Guayas. ""nosotros necesitamos poder vender las hamburguesas, sino como lavamos, perdón como ganamos el dinero para nuestro sustento diario"" aseguró el ex candidato a la presidencia Dalo Bucarám",1585775034.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/91715635_528864788068596_5145109201265098752_n.png?_nc_cat=105&ccb=1-3&_nc_sid=8024bb&_nc_ohc=vNlShzND-yYAX-461ZX&_nc_ht=scontent.fuio23-1.fna&oh=00fcdf6e6361116bd356c6f91feda622&oe=60AF86AA,173,97,0
"Como algo ilógico, calificó el ex mandatario la petición de varios ecuatorianos que le pidieron realizara una donación para ayudar al Ecuador con esta emergencia sanitaria. ""Si yo debería donar algo, sería a Bélgica, que me brinda todos los servicios de salud a mi y mi familia, sería loco dar dinero a un país donde ni siquiera vivo"" aseguró Correa.",1585589670.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/91861123_527266184895123_3194931162522845184_n.png?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=9NhruXxF_MoAX_gJiUK&_nc_ht=scontent.fuio23-1.fna&oh=39d0c7c4de96f69d68aed1089dc57f7a&oe=60AFECB1,183,848,0
"Esta mañana el pleno de la Asamblea pidió que se realice una ligera mejora en los salarios de los asambleístas, ya que ahora sesionan por #videoconferencia y esto requiere contar con un buen plan de internet en sus hogares, lo que aseguran no tenían presupuestado. El incremento que piden es de $300 mensuales lo cual también contempla el precio de la luz que utilizan las computadoras para permanecer conectadas durante las sesiones.",1585589211.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/91406009_527261594895582_2478531691291869184_n.png?_nc_cat=110&ccb=1-3&_nc_sid=8024bb&_nc_ohc=XDFJcLnEjggAX8kOiMZ&_nc_ht=scontent.fuio23-1.fna&oh=56a5a1735661624afbad70e05aeda6c3&oe=60B0EA4F,184,1154,0
"El ex alcalde de Guayaquil Jaime Nebot, se mostró muy molesto por algunos audios que circulan en redes sociales anunciando que se encuentra muy delicado de salud por el #coronaavirus. No se presentó a la entrevista de radio como anunció, pero esta mañana para desmentirlo publicó una foto donde se muestra muy sano y lleno de vida.",1585588419.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/91262972_527254748229600_5790398488114102272_n.png?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=U3MO2gRplQ4AX_L9Ff1&_nc_ht=scontent.fuio23-1.fna&oh=cb8640d144149d55038f52b4ac3b4865&oe=60AF4DAF,43,23,0
"Doctor Jerónimo Gallo Zambrano hoy fue despedido del hospital Teodoro Maldonado por denunciar que existen más de 150 muertos sin ser retirados del hospital.

Comparte si estás indignado 😡",1585452751.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/91364943_526141171674291_7755520569210044416_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=HKkco474YdwAX-dY7SI&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=e3ff7849b31b4e2842de5bd11b858f6a&oe=60B18477,71,39,0
"#Atencion
Capturan a peluquero por violar el toque de queda.",1585320814.0,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/tlBBJvkvBea.png,61,20,0
"El Ministro de Cultura, Juan Fernando Velasco, aseguró que se ha reunido con los adminstradores de varias cuentas de chistes ecuatorianos, como El Chulla, el Meme mercio y Guayaco Batracio para poder pagar a diferentes ""memeros"" por su contribución de buen humor hacia la ciudadanía. Los fondos se los desembolsará semanalmente y no sobrepasarán los $5000 semanales aseguró.",1585245285.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/91163178_524371098517965_4897373915673788416_n.png?_nc_cat=110&ccb=1-3&_nc_sid=8024bb&_nc_ohc=zxCerCX14okAX9oaBPw&_nc_ht=scontent.fuio23-1.fna&oh=4fdd387c9311d52eafbcb9b2c0daef8d&oe=60B2B5F5,344,2330,0
"Como una medida desesperada, el Gobierno ha impulsado la campaña ""Quedate en casa borrego gil"", en la cual se ha planteado que Ecuador TV, realice la transmisión de las Sabatinas, esto con el afán de que todos los borregos que andan en la calle, no salgan de sus casas.
NOTA. se pide a la audiencia que prepare su propio sánduche.",1585242999.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/91498963_524349448520130_2464710984749547520_n.png?_nc_cat=110&ccb=1-3&_nc_sid=8024bb&_nc_ohc=4xESXDbuSD0AX93HBy4&_nc_ht=scontent.fuio23-1.fna&oh=32313257fc7c50ae0b832387d569263c&oe=60B071DE,714,894,0
"El Ministro de la Producción alertó ante una futura escasez de papel higiénico, lo cual a motivado crear un sistema llamado Pico y Caca para racionalizar su uso. Esto consiste en que los lunes, miércoles y viernes, puedes cagar los ciudadanos cuyo número de cédula termine en par, mientras que martes y jueves los que terminen en impar. Dejando así libre los fines de semana para que lo usen todos de manera indistinta.",1585178786.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90849254_523789135242828_7425581323265245184_n.png?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&_nc_ohc=z9dX6k8FQ9IAX8prjJX&_nc_ht=scontent.fuio23-1.fna&oh=5a1a193151f5fb39bf20f930b4d8728c&oe=60B010A7,74,16,0
"El ex mandatario fue visto en un bar alternativo compartiendo unas copas con un amigo en una actitud ""bastante cercana"", y según dicen sus mas cercanos, es normal cuando se pasa de copas, lo cual ha despertado muchas dudas en sus seguidores. Ya que él aseguró que dejaba el Ecuador para dedicarse a su familia, pero nunca se lo ha visto compartiendo con ellos.",1585177000.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90617456_523774428577632_7753297601511817216_n.png?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&_nc_ohc=D2qzcNLY9goAX8NrEwK&_nc_ht=scontent.fuio23-1.fna&oh=36964475b1ebd72e1c3751bb6ee4de40&oe=60B27319,738,1958,0
"Esta tarde, al publicarse las últimas cifras en relación a los nuevos contagios en Pichincha, el alcalde Yunda en sesión extraordinaria, pidió la renuncia de 3 asesores, 2 Ingenieros y una bailarina de Samba que le informaron que la curva de contagios en la Capital estaba en decrecimiento. ""Me siento engañado, ahora los guayaquileños nos volverán a decir SERRANO BOBO"" manifestó indignado el Burgomaestre.",1585175693.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90663866_523764868578588_1460701210385317888_n.png?_nc_cat=110&ccb=1-3&_nc_sid=8024bb&_nc_ohc=xBRbAZERBh4AX8QjLWP&_nc_ht=scontent.fuio23-1.fna&oh=6cda8357ed2d9c20141f8b3f85f521c9&oe=60B01FC9,90,16,0
"Desde el día de hoy, el ex futbolista de la selección Jaime Iván Kaviedes, reforzará las filas policiales para ayudar a combatir a los ciudadanos que irrespeten el #ToqueDeQueda. ""Kaviedes está autorizado a lanzar puñetes a cualquier individuo que se encuentre fuera de su casa luego de las 2 de la tarde"" aseguró el Comandante de Policía.",1585161542.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/91132711_523640528591022_498733883039154176_n.png?_nc_cat=109&ccb=1-3&_nc_sid=8024bb&_nc_ohc=92gC4PHHa4UAX-1xbuQ&_nc_ht=scontent.fuio23-1.fna&oh=6393e05e999db04374ed2ff5a432bb98&oe=60B0287E,320,40,0
"El futbolista aseguró que la Cuarentena no le ha resultado para nada complicado, y pide al resto de gente que siga su ejemplo. “Quédate en casa, báñate un ratito en la piscina, juega con tu mujer, anda más tarde a la sala de juegos, diviértete con una película en la sala de cine, y termina el día haciendo ejercicios en tu Gimnasio. Si sigues estos consejos la cuarentena te pasará volando” aseguró.",1584996631.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/91285210_522296195392122_1569238770576785408_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=110474&_nc_ohc=ROpY_As2X7UAX85HUDN&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=256b02e2f379c0c945f0aab48457e7d4&oe=60B22E8F,226,126,0
"El secretario del SENESCYT informó esta mañana, que los estudiantes de los últimos años de medicina, podrán graduarse si juegan ""Operando"" de Hasbro, 3 horas al día, durante 1 semestre completo, para así fortalecer sus habilidades en el quirófano.",1584990985.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/90735701_522246692063739_7721009931461066752_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&_nc_ohc=_Zw8SgydgHAAX_oT7Pb&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=f60d62788129463e51e93329ef499ab2&oe=60B18D4B,70,31,0
"El ciudadano detenido en Otavalo, dijo ayer que estaba embarazado, pero al ver que nadie le creyó, dijo haber dado positivo para el Covid-19, así como Cynthia Viteri, y pide que la policía no lo moleste y lo deje pasar la cuarentena junto a su esposa.",1584987154.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90703828_522206945401047_1198771092240465920_n.png?_nc_cat=109&ccb=1-3&_nc_sid=8024bb&_nc_ohc=PgaIdZnXjKsAX8ZhJJI&_nc_ht=scontent.fuio23-1.fna&oh=bfcfa1e9b42a63d945ec1d20482a9ebc&oe=60B2914E,83,12,0
"Estudios de Yachay confirman que el #coronavirus puede propagarse a través de la señal inalámbrica de WIFI, y recomiendan a la población mantener apagados sus modems para evitar la propagación del virus.",1584985847.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90677435_522191868735888_3608890568756690944_n.png?_nc_cat=104&ccb=1-3&_nc_sid=8024bb&_nc_ohc=K__pfK870_AAX_ULkrQ&_nc_ht=scontent.fuio23-1.fna&oh=8741a8a4533525f7e79fa145430e36e8&oe=60B02791,102,49,0
"El ex Alcalde Jaime Nebot, en entrevista radial aseguró no temer haber sido contagiado del Coronavirus. El explicó que a manera de prevención el desde hace varios años se acostumbró a dar palmaditas o nalgadas a sus funcionarias cercanas, esto con la finalidad de evitar contacto de gérmenes que se pueden pasar al saludar con beso.",1584927447.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/90516652_521650058790069_3948312028749234176_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8024bb&_nc_ohc=Lv7VuCtyGrMAX-DBdj-&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=fccf83084c137682c2db3b5e8213c327&oe=60B12E1E,160,20,0
"La Secretaría de Riesgos informó esta mañana que los ecuatorianos que hayan sacado ""cuarto aparte"" a sus parejas, tendrán derecho a salvoconducto para realizar la visita conyugal 2 veces a la semana. Para tramitar el salvoconducto solo hace falta el nombre de la víctima, un contrato de arrendamiento y la direccón.",1584805324.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90851742_520593355562406_5515809044058603520_n.png?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&_nc_ohc=AryjjJKXF_cAX85klLX&_nc_ht=scontent.fuio23-1.fna&oh=349bc5d4959bc8e7b73a2285a32e2e64&oe=60B25D49,38,0,0
"Un estudio del INEC, revela que el estar guardados en la #cuarentena ha disminuido la infidelidad de los ecuatorianos hasta en un %99.9. Siendo el %0.01 los casos de manabitas que hacen cuarentena con varias primas en la misma casa.",1584802039.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90447024_520561795565562_2654326880265568256_n.png?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=US6dEiXbscEAX-9lNuB&_nc_ht=scontent.fuio23-1.fna&oh=82fb48324a0408fd7034c1de2d2a906d&oe=60B05DB5,134,19,0
"El Presidente Moreno decretó en cadena nacional que quedan terminantemente prohibidos las aglomeraciones en los Grupos de Whatsapp, y limitó a un máximo de15 usuarios por grupo, esto con la finalidad de frenar el contagio del Coronavirus, aseguró.",1584800698.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90693437_520547238900351_4409258703618834432_n.png?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=X0CV-7FPgUYAX_9GiEF&_nc_ht=scontent.fuio23-1.fna&oh=7dd4e78bfc8e57588f6a5516dd3ff469&oe=60B0D609,201,123,0
"El medio ambiente de la cuidad de Quito empieza a limpiarse con la cuarentena. Luego de 60 años el Río Machángara ha vuelto a verse cristalino, lo que ha permitido que regresen algunas especies como los delfines de río, los cuales se los han visto nadando libremente según varios moradores de la capital.",1584710977.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/90396709_519785345643207_8900694622829805568_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&_nc_ohc=T7hsgcYH5tAAX_OnHzA&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=e0eeef5d59fd4f2edb8b258bf2b88eac&oe=60B08AC0,451,174,0
"Miles de ecuatorianos que pensaban que el #Teletrabajo iba a ser fácil, hoy se encuentran extrañando su oficina. Porque los jefes les llaman desde tempranito, mientras los guaguas le piden el desayuno, luego le llaman cuando acaban de salir de la ducha, y no pueden ni peinarse. Las llamadas y videoconferencias continúan a lo largo del día hasta las 7pm y en otros casos hasta las 9pm.
Ahora todos extrañan volver al trabajo tradicional.",1584651830.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/90260654_519318612356547_4267361496784175104_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=H49ufPJdbzMAX9VmIaY&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=522261741d48071f14e9fc180ac4d230&oe=60B121CE,234,64,0
Últimas revelaciones de la alcaldesa de Guayaquil!!!,1584646528.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/89993516_519275379027537_4309302835977125888_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&_nc_ohc=yIsFj72STa4AX_8lk8d&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=3b325f150d315fb3b6d9b2fbeaea0e6d&oe=60B026A1,240,82,0
"#URGENTE
La Organización Mundial de la Salud pide a los ecuatorianos ayudar a encontrar a estos 3 científicos, para que dicten conferencias internacionales indicando sus teorías sobre la eliminación del #Coronavirus con arena alcalina y agua de Laguna.",1584625259.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/90332852_519051212383287_6876991189271183360_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&_nc_ohc=OJlTkr9ViQkAX9VlzsQ&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=d70a7675ab2fc73361f0112fa6a5d008&oe=60B22236,179,82,0
"Una buena noticia para pasar la #cuarentena, Ecuavisa adelantará la transmisión de Mi Pobre Angelito y de TurboMan porque todavía no se tiene ninguna certeza de que los ecuatorianos lleguemos vivos hasta fin de año.",1584592417.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90282750_518782429076832_5246671910661521408_n.png?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=HKKiNgwQtQAAX91Xz2s&_nc_ht=scontent.fuio23-1.fna&oh=d7e894d6600f42f7367020377accb8f8&oe=60B0C78F,106,18,0
"Un nuevo percance sufrió esta mañana el Ex Presidente Rafael Correa, cuando se dispuso regresar a su casa para pasar con su familia la cuarentena ordenada por el Gobierno de Bélgica. ""Intenté 3 veces y mi llave ya no funcionaba, luego me di cuenta que mi familia me había cambiado la chapa, para evitar pasar conmigo la cuarentena"" aseguró el ex mandatario, quien presentó una orden judicial para que le permitan ingresar a su domicilio.",1584591904.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90677220_518778812410527_738965272353832960_n.png?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&_nc_ohc=9YymrN1UK2cAX8fsw_r&_nc_ht=scontent.fuio23-1.fna&oh=1b85c02eacdb3eacbe70da65b8e694d3&oe=60AF2C42,1229,2755,0
"La alcaldesa de Guayaquil, Cynthia Viteri asumió la culpa de no haber dejado aterrizar al Avión de Iberia. según ella fue por cumplir con las indicaciones del Gobierno en las cuales se indicaba que solo los vehículos con placa terminada en número PAR podría circular en el país. ""el avión es un vehículo arereo, y no me especificaron eso en el decreto, y su placa terminaba en 2"" aseguró.",1584589958.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/90028109_518763355745406_6790838839712677888_n.png?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=nPEymOHHLvEAX_Qub6u&_nc_ht=scontent.fuio23-1.fna&oh=40665199d4cece8ff1cd273031c8f6e8&oe=60B2A917,534,534,0
"El futbolista Jaime Iván Kaviedes ofrece su ayuda para que la gente se quede en casa.
#QuedateEnCasa",1584538404.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/89977918_518350275786714_6242399158422994944_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=110474&_nc_ohc=ieG6t3Ym0CwAX-tcBZB&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=a381f3234f791888e81464b71609b5bb&oe=60B267A3,246,34,0
"Buenas noticias para los hinchas. La FEF comunicó que la LDU y El Nacional tienen permiso para jugar sus partidos con públicos, ya que cumplen las reglas de prevención al aglomerar menos de 30 personas en un solo evento. Felicitaciones.",1584287360.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/90028101_516270192661389_6169820662161473536_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8024bb&_nc_ohc=BVHhiePA7eMAX-ttDDY&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=780ea90254fe08b272aadb944ffbf9b6&oe=60B2B871,122,34,0
"Varios fanáticos de la Serie #LaCasaDePapel se quedarán sin poder ver su 4ta temporada. Todo gracias a los desesperados que vaciaron las perchas del #supermaxi, acabándose así con todo el papel higiénico.",1584286794.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/89760356_516266432661765_2809324244159168512_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8024bb&_nc_ohc=J2FJ6rBVLEgAX8fytVS&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=dff167c7dfc320c8cd080ceb79611894&oe=60B288DE,44,8,0
"La Asambleísta del correísmo Wendy Vera, explicó muchas ventajas del Teletrabajo, ""Quedarse en casa es mucho mejor, en mi casa tengo banda ancha y puedo hacer las compras online más rápido y así ahorro tiempo para poder pasar acostada o cantando que es lo que más me gusta"". aseguró.
Ella es la asambleísta con más faltas en la asamblea, pero cada fin de mes es la primera en acercarse a firmar el rol de pagos para cobrar el sueldo. Hasta la Victoria Siempre!",1584286635.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/89760358_516263619328713_2564116903303839744_n.png?_nc_cat=106&ccb=1-3&_nc_sid=8024bb&_nc_ohc=-xXc-spg44sAX88QIey&_nc_ht=scontent.fuio23-1.fna&oh=a728cca7849f49755a68f41cd1a98b27&oe=60B1E34A,261,232,0
Un educado debate llevó a cabo la dirigencia indígena para definir porque mismo hay que salir a protestar.,1584107208.0,,25,10,0
"#Coronavirus 🦠🇪🇨
Nuestro reportero hace un llamado a la calma.",1584026450.0,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/tlBBJvkvBea.png,40,11,0
"El famoso actor Tom Hanks, informó que su compañero Wilson también presentó síntomas de #coronavirus luego de haberlo saludado sin lavarse las manos. Fuentes oficiales indicaron que la pareja se encuentra en cuarentena a la espera de resultados.",1584025353.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/89695159_514116236210118_6656085228643155968_n.png?_nc_cat=105&ccb=1-3&_nc_sid=8024bb&_nc_ohc=Ml4fk__j1tQAX-62w6T&_nc_ht=scontent.fuio23-1.fna&oh=c9ea0080d5ef41b139ee567f406bc6b3&oe=60AF453A,127,18,0
"😷🙏⛪️ Debido al #Coronavirus, La Arquidiócesis ha creado su canal de youtube para oficiar las misas, y piden a todos los feligreses realizar el pago de la limosna vía #paypal o transferencia bancaria. Además se informa que el envió de la Hostia se lo realizará por #UberEats",1584022719.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/89786628_514087306213011_786430042568654848_n.png?_nc_cat=104&ccb=1-3&_nc_sid=8024bb&_nc_ohc=RwhKY_ekpbYAX8WCb-C&_nc_ht=scontent.fuio23-1.fna&oh=bc0b4f5f9a2fea81929510a8c801aac7&oe=60B0BE21,505,762,0
"Luego del anuncio que realizó el Presidente Moreno de fusionar varios Ministerios entre ellos del de Transporte y Telecomunicaciones, se ha anunciado la posibilidad de contratar a Goku Son como Ministro de Teletransportaciones, ya que se ha demostrado una amplia experiencia en el tema.
El anuncio oficial se lo hará en las próximas horas.",1583946032.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/88955688_513500652938343_6097675558164889600_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&_nc_ohc=Gb_Y2ZqahMAAX-rcnqO&_nc_ht=scontent.fuio23-1.fna&tp=14&oh=7eef8b03d2747993eae4eae8b77294f9&oe=60B0245F,223,75,0
"Asambleístas se niegan a pagar un porcentaje por sus autos con avalúos mayores a USD $20.000, ""Esto es un robo, nosotros estamos dispuestos a poner el hombro y ayudar al país, siempre y cuando no nos toque pagar nada"" aseguró el Asambleísta de CREO Hector Yepez.",1583944774.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/89145042_513490692939339_6477702240269238272_n.png?_nc_cat=106&ccb=1-3&_nc_sid=8024bb&_nc_ohc=NzzWvnwZ1doAX8z13Fd&_nc_ht=scontent.fuio23-1.fna&oh=9b302b1e6aac6568e5f2be12debe233c&oe=60B1571D,205,366,0
"Dirigentes del transporte y ciudadanos en general, anunciaron un Paro Nacional contra el Gobierno, por haberles hecho hacer una fila de 2 horas y no haber subido los combustibles como se aseguraba en las redes sociales.",1583943640.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/89435958_513480982940310_5050362596377493504_n.png?_nc_cat=104&ccb=1-3&_nc_sid=8024bb&_nc_ohc=RY5qE12uwegAX8dfRvQ&_nc_oc=AQlOtMmfdlnqXeg_vWaYU4SVRzVeIUhH8Z33Z5iqhNB-izMtQ3xPo94ZxEdfKueV9hI&_nc_ht=scontent.fuio23-1.fna&oh=8201e4ec6435aeb12e449aaef2f207c0&oe=60B11BF9,368,174,0
"Desde ahora las Trabajadoras Sexuales tendrán que usar mascarillas y tapabocas, además se prohíbe el contacto previo para evitar contagios, como parte de la campaña ""Si estás tosiendo, apúrate metiendo"" que impulsa el Ministerio de Salud para prevenir la propagación del #coronavirus en estos centros de diversión masculina.",1583856040.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/89202378_512761739678901_6455161470215782400_n.png?_nc_cat=110&ccb=1-3&_nc_sid=8024bb&_nc_ohc=V-rtJ4nNfb4AX_IlA9S&_nc_ht=scontent.fuio23-1.fna&oh=564e9ec3b079b7c64f06fb9896b8ad09&oe=60B27B2D,128,30,0
"Buenas Noticias!!!
El CNE informó esta tarde que el Ex Presidente Rafael Correa no tendrá ningún impedimento para ejercer su candidatura para las próximas elecciones en el Centro de Reclución de #Latacunga, ya que esa no es jurisdicción del CNE, sino del Ministerio del Interior y es el derecho de cualquier convicto.",1583793873.0,https://scontent.fuio23-1.fna.fbcdn.net/v/t1.6435-9/89338093_512257439729331_812943893594112000_n.png?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&_nc_ohc=ZThBIHLO2u8AX9bGmqh&_nc_ht=scontent.fuio23-1.fna&oh=2937310a14431eb9aaf8a1ae09c87fe5&oe=60AEC9E0,1597,1288,0
